580AD7BE46B2F395400D9CD0812C58D4D3621794B8604B4E606EF44420C4535D	57442	docs/项目完整实施指导书 V2.4.md
02BA3305CA4DA8795E9976F7E05940F8E5D8DFF7784F58D0B42DA59FB466DF8C	220784	docs/项目实施进度与任务看板 V2.2.md
C8354C26655450F0EC976DD18729F61A230AEFE84D3A6BAD1C6F41519900D290	47442	contract-specs/README.md
9784177F34E4B4A248F7D3840D73E294C35EE46ADCB76F429CAA87D4D8E0E30D	21	contract-specs/VERSION
0E2E4ED2B17D7DB7A981100ABB35AFCCBF8B75CE72BB12D8D033010AE37302B2	32516	contract-specs/schemas/canonical-event.v1.schema.json
0993E1474228E2EE895E5804D20212DBF1662EF74C22F7EB2A4FAF2E2EF93603	11945	contract-specs/schemas/ingestion-manifest.v1.schema.json
14385528205886CB3D90E89C4207054234F332D8946662F90E8C1EE8ECF75320	16924	contract-specs/specs/surrogate-key.v1.json
CD79BBA1688E333B8E378D079AEC2959C5B803A5D27F38A9916392F426C17B28	6156	contract-specs/specs/warehouse-namespace.v2.json
E241F0265123992AE1907EABDD2150C77A97B2AA3C2A6B22D49D066EC3B5629B	3275	analytics-server/platform-app/src/main/resources/db/meta/V1__platform_ingestion.sql
D3E1C98D4AFC5B48CB483D60C911ADB35B6D6ECEE54B9E16D6B4140AFD77B818	4512	analytics-server/platform-app/src/main/resources/db/meta/V16__source_registry.sql
BACA5DF047833C52BCE3D7B29E12F7A2086D753793BB998263335165E74E20F9	3697	analytics-server/platform-app/src/main/resources/db/meta/V18__source_warehouse_prefix.sql
B730041AFBF55A35A275575AB0715891D1BF90C4925A05FA40CDD3D67600671B	6844	analytics-server/connection-ingestion/src/main/java/com/graduation/analytics/ingestion/EventContractValidator.java
4050302F1B577802755D04C75EFBC12812A11623A853331C140ACD1AD8996266	19610	analytics-server/connection-ingestion/src/main/java/com/graduation/analytics/ingestion/LocalFileIngestor.java
9159C06D60AB1115B7F227BC6B527955C14E46D08F2EAD2E86EE41222DD17549	25028	analytics-server/connection-ingestion/src/main/java/com/graduation/analytics/ingestion/IngestionService.java
0C4CC657C74E42298AB2683B2A85FD42AFB84DD9B2BE99C8E66C9D6325DEA3C7	7041	analytics-server/connection-ingestion/src/main/java/com/graduation/analytics/source/SourceProfileValidator.java
18ABEECA3097F54538D99F60B0ED1C9945D904DC5B1C3A652D9712BA06F4BA68	4027	analytics-server/platform-common/src/main/java/com/graduation/analytics/contracts/EventContract.java
MISSING	0	analytics-server/mall-simulator/src/main/java/com/graduation/mall/outbox/EventContract.java
D7E1697AAF09656EA469BF2E5444AA31C608224DCF9AFDCAAA34CEBF1CBFAA31	1728	mall-simulator/src/main/java/com/graduation/mall/outbox/EventContract.java
7B385B8C4EF5DF045587AE57ED0191C03F759F38AD3D172545C6EE8F00EEAA42	2122	analytics-server/source-profiles/README.md
F525DF73181E9300174D846E2C9066A4CC7850E9B048025792F363B1DC17C6CF	1123	analytics-server/source-profiles/p1-03-probe-1.v1.json
BDC6267947821AEBA629801DA37F7CC5BF339132986133DA6898EA9B16B600A3	25299	docs/superpowers/specs/2026-09-11-mall-agnostic-platform-design.md
528E648E97E4F71426A1248A6C45C7B423712ECEF3B86D15E85CCFB9C3057D68	18114	docs/superpowers/plans/2026-09-11-mall-agnostic-platform-implementation.md
FB991C17B9037B1B10183B46BDCAB1B8240641E8929DE6A1298787CEDA68EE5D	7231	docs/contracts/event-contract.md
