mysql: [Warning] Using a password on the command line interface can be insecure.
analytics_meta	ai_call_log	0
analytics_meta	ai_query_history	54
analytics_meta	data_quality_result	379
analytics_meta	decision_evaluation	4
analytics_meta	decision_task	8
analytics_meta	file_checkpoint	102
analytics_meta	flyway_schema_history	14
analytics_meta	ingestion_batch	39
analytics_meta	ingestion_batch_file	109
analytics_meta	metric_definition	15
analytics_meta	metric_snapshot	9
analytics_meta	metric_value	132
analytics_meta	operation_audit_log	92
analytics_meta	pipeline_run	38
analytics_meta	pipeline_stage_run	241
analytics_meta	quarantine_record	104
analytics_meta	runtime_profile	2
analytics_meta	source_registry	0
analytics_meta	spark_job_run	167
analytics_meta	sys_user	3
analytics_meta	t_ckpt_test	0
analytics_meta	user_session	148
analytics_metric	ads_active_trend_m	7
analytics_metric	ads_behavior_funnel_m	28
analytics_metric	ads_data_quality_m	28
analytics_metric	ads_hot_product_m	33
analytics_metric	ads_operation_overview_m	7
analytics_metric	ads_product_conversion_m	33
analytics_metric	ads_sale_trend_m	7
analytics_metric	ads_user_profile_m	19
analytics_metric	flyway_schema_history	2
analytics_metric	metric_snapshot	8
analytics_metric	metric_value	70
